pname,pdesc,Upc,Sku,Price,Uom,Pack,pcat,pcat1,pcat2,country,region
KETEL ONE - BVS GRAPEFRUIT ROSE                             ,KETEL ONE - BVS GRAPEFRUIT ROSE,088076185050   ,15184,14.99,12 OZ,1,PRE MIXED DRINKS         , , , , 
HUNNI SOJU - GRAPE GINGER                                   ,HUNNI SOJU - GRAPE GINGER,850032606073   ,15185,15.99,12 OZ,1,PRE MIXED DRINKS         , , , , 
HUNNI SOJU - PEAR LIME                                      ,HUNNI SOJU - PEAR LIME,850032606066   ,15186,15.99,12 OZ,1,PRE MIXED DRINKS         , , , , 
HUNNI SOJU - YUZU ELDERFLOWER                               ,HUNNI SOJU - YUZU ELDERFLOWER,850032606059   ,15187,15.99,12 OZ,1,PRE MIXED DRINKS         , , , , 
HUNNI SOJU - PEACH CHILI                                    ,HUNNI SOJU - PEACH CHILI,850032606042   ,15188,15.99,12 OZ,1,PRE MIXED DRINKS         , , , , 
SIMPLY SPIKED LEMONADE                                      ,SIMPLY SPIKED LEMONADE,810078780205   ,15189,18.99,12 OZ,1,HARD SELTZER             , , , , 
MIYOZAKURA JUNMAI PANDA CUT                                 ,MIYOZAKURA JUNMAI PANDA CUT,4982306180708  ,15191,7.99,180 M,1,IMPORTED WINE            , , , , 
TOZAI  JUNMAI - SNOW MAIDEN                                 ,TOZAI  JUNMAI - SNOW MAIDEN,835603005448   ,15192,21.97,750 M,1,IMPORTED WINE            , , , , 
TOZAI  JUNMAI - LIVING JEWEL                                ,TOZAI  JUNMAI - LIVING JEWEL,835603005424   ,15193,21.97,750 M,1,IMPORTED WINE            , , , , 
CANTERA NEGRA CAFE                                          ,CANTERA NEGRA CAFE,853278007093   ,15194,24.99,750 M,1,TEQUILA                  , , , , 
CANTERA NEGRA SILVER                                        ,CANTERA NEGRA SILVER,853278007086   ,15195,39.99,750 M,1,TEQUILA                  , , , , 
CANTERA NEGRA REPOSADO                                      ,CANTERA NEGRA REPOSADO,853278007079   ,15196,49.99,750 M,1,TEQUILA                  , , , , 
FRUIT FARM SAN ANTONIO - STRAWBERRY GUAVA                   ,FRUIT FARM SAN ANTONIO - STRAWBERRY GUAVA,087872686006   ,15197,12.99,750 M,1,IMPORTED - ITALY         , , , , 
FRUIT FARM SAN ANTONIO - BLACKBERRY ORANGE                  ,FRUIT FARM SAN ANTONIO - BLACKBERRY ORANGE,087872686020   ,15198,12.99,750 M,1,IMPORTED - ITALY         , , , , 
BUMBU RUM XO                                                ,BUMBU RUM XO,813497006147   ,15200,39.99,750 M,1,RUM                      , , , , 
CANNED HEAT - BAY CRUISER                                   ,CANNED HEAT - BAY CRUISER,655368571114   ,15202,21.79,16 OZ,1,CRAFT / MICRO            , , , , 
KAWAMA - TEQUILA SODA COMBO PACK                            ,KAWAMA - TEQUILA SODA COMBO PACK,860007151330   ,15205,13.99,12 oz,1,RTD COCKTAILS            , , , , 
KAWAMA - TEQUILA SODA LIME                                  ,KAWAMA - TEQUILA SODA LIME,860007151323   ,15206,9.99,12 oz,1,RTD COCKTAILS            , , , , 
KAWAMA - TEQUILA SODA GRAPEFRUIT                            ,KAWAMA - TEQUILA SODA GRAPEFRUIT,860007151309   ,15207,9.99,12 oz,1,RTD COCKTAILS            , , , , 
KAWAMA - TEQUILA SODA LEMON                                 ,KAWAMA - TEQUILA SODA LEMON,860007151316   ,15208,9.99,12 oz,1,RTD COCKTAILS            , , , , 
MORNING RECOVERY - SUGAR FREE                               ,MORNING RECOVERY - SUGAR FREE,864515000494   ,15209,5.99,EACH ,1,GENERAL ITEMS            , , , , 
LAYS - LB DILL PIC                                          ,LAYS - LB DILL PIC,028400323895   ,15216,2.49,5.0 O,1,SNACKS                   , , , , 
LAYS - CS HOT FRIES                                         ,LAYS - CS HOT FRIES,028400331524   ,15220,2.49,5.0 O,1,SNACKS                   , , , , 
GHOSTFISH BREW - VANISHING POINT                            ,GHOSTFISH BREW - VANISHING POINT,859609005004   ,15223,19.79,16 OZ,24,GLUTEN FREE BEER         , , , , 
LAWSON'S - HOPCELOT                                         ,LAWSON'S - HOPCELOT,850001147156   ,15224,22.99,16 OZ,1,CRAFT / MICRO            , , , , 
WOODFORD RES - DOUBLE OAKED                                 ,WOODFORD RES - DOUBLE OAKED,081128001209   ,15228,64.99,750ml,1,BOURBON WHISKEY          , , , , 
1800 ULTIMATE - PINEAPPLE                                   ,1800 ULTIMATE - PINEAPPLE,818844023167   ,15229,21.99,1.75 ,1,PRE MIXED DRINKS         , , , , 
1800 ULTIMATE - SPICY MARGARITA                             ,1800 ULTIMATE - SPICY MARGARITA,811538014557   ,15230,21.99,1.75 ,1,PRE MIXED DRINKS         , , , , 
FAUX PAS - LEMON MINT VODKA SODA                            ,FAUX PAS - LEMON MINT VODKA SODA,085000433973   ,15233,14.99,12 OZ,1,RTD COCKTAILS            , , , , 
FAUX PAS - GRAPEFRUIT ORANGE TEQUILA SODA                   ,FAUX PAS - GRAPEFRUIT ORANGE TEQUILA SODA,085000433997   ,15235,14.99,12 OZ,1,RTD COCKTAILS            , , , , 
TRUE MANHATTAN GLASSES 4 PK                                 ,TRUE MANHATTAN GLASSES 4 PK,876718022531   ,15236,29.99,EACH ,1,TAXABLE ITEMS            , , , , 
TRUE BORDEAUX GLASSES 4 PK                                  ,TRUE BORDEAUX GLASSES 4 PK,876718021695   ,15238,29.99,EACH ,1,TAXABLE ITEMS            , , , , 
TRUE RED & WHITE WINE GLASSES 4 PK                          ,TRUE RED & WHITE WINE GLASSES 4 PK,876718021688   ,15239,29.99,EACH ,1,TAXABLE ITEMS            , , , , 
LEROUX - BLACKBERRY BRANDY                                  ,LEROUX - BLACKBERRY BRANDY,080686092209   ,15245,14.99,1 LT ,1,CORDIALS                 , , , , 
OLE SMOKY - BLACKBERRY                                      ,OLE SMOKY - BLACKBERRY,856011004052   ,15246,26.99,750 M,1,MOONSHINE                , , , , 
OLE SMOKY - CHERRIES                                        ,OLE SMOKY - CHERRIES,856011004021   ,15247,26.99,750 M,1,MOONSHINE                , , , , 
OLE SMOKY - PEACH WHISKEY                                   ,OLE SMOKY - PEACH WHISKEY,854628006520   ,15248,21.99,750 M,1,WHISKEY                  , , , , 
OLE SMOKY - SALTY WATERMELON                                ,OLE SMOKY - SALTY WATERMELON,854628006704   ,15249,21.99,750 M,1,WHISKEY                  , , , , 
CAZADORES RTD - PALOMA                                      ,CAZADORES RTD - PALOMA,080480987596   ,15250,22.99,1.75L,1,RTD COCKTAILS            , , , , 
CAZADORES RTD - MARGARITA                                   ,CAZADORES RTD - MARGARITA,080480987589   ,15251,22.99,1.75L,1,RTD COCKTAILS            , , , , 
SPRITE SODA 2L                                              ,SPRITE SODA 2L,049000050158   ,15252,3.74,2 LT ,1,SODA REFRESHMENT         , , , , 
DIET COKE SODA 2L                                           ,DIET COKE SODA 2L,049000050110   ,15253,3.74,2 LT ,1,SODA REFRESHMENT         , , , , 
COKE SODA 2L                                                ,COKE SODA 2L,049000050103   ,15254,3.74,2 LT ,1,SODA REFRESHMENT         , , , , 
LOS VASCOS - SAUVIGNON BLANC                                ,LOS VASCOS - SAUVIGNON BLANC,722358010837   ,15255,9.99,750 M,1,IMPORTED - CHILE         , , , , 
LOS VASCOS - CROMAS CABERNET                                ,LOS VASCOS - CROMAS CABERNET,722358103508   ,15256,19.99,750 M,1,IMPORTED - CHILE         , , , , 
ABSOLUT VDK SDA - RASPBERRY LEMONGRASS                      ,ABSOLUT VDK SDA - RASPBERRY LEMONGRASS,089540535531   ,15258,7.99,355 M,1,PRE MIXED DRINKS         , , , , 
MIGHTY SQUIRREL - OKTOBERFEST                               ,MIGHTY SQUIRREL - OKTOBERFEST,051497201388   ,15261,14.79,16 OZ,1,CRAFT / MICRO            , , , , 
HANJAN - PEACH                                              ,HANJAN - PEACH,8809018211536  ,15265,6.99,375 M,1,IMPORTED WINE            , , , , 
HANJAN - MANDRIN ORANGE                                     ,HANJAN - MANDRIN ORANGE,8809018211758  ,15266,7.49,375 M,1,IMPORTED WINE            , , , , 
HANJAN - LYCHEE                                             ,HANJAN - LYCHEE,8809640030574  ,15267,6.99,375 M,1,IMPORTED WINE            , , , , 
HANJAN - GRAPE                                              ,HANJAN - GRAPE,8809018211765  ,15268,6.99,375 M,1,IMPORTED WINE            , , , , 
OTR - EFFEN - ESPRESSO MARTINI                              ,OTR - EFFEN - ESPRESSO MARTINI,855880008420   ,15269,12.99,375 M,1,RTD COCKTAILS            , , , , 
SOUTHERN TIER - WARLOCK                                     ,SOUTHERN TIER - WARLOCK,816014021081   ,15281,16.79,12 OZ,1,CRAFT / MICRO            , , , , 
MILES - LONDON DRY GIN                                      ,MILES - LONDON DRY GIN,088004027483   ,15283,12.99,1.75 ,1,GIN                      , , , , 
CISCO - FOREVER NEW ENGLAND                                 ,CISCO - FOREVER NEW ENGLAND,670822542127   ,15284,18.39,12 OZ,1,CRAFT / MICRO            , , , , 
STELLA - LIBERTE - 0.0                                      ,STELLA - LIBERTE - 0.0,018200203138   ,15285,12.69,12 OZ,1,NON-ALCOHOLIC            , , , , 
LAYS - SALT & VINEGAR                                       ,LAYS - SALT & VINEGAR,028400200608   ,15286,4.59,7 OZ ,1,SNACKS                   , , , , 
CROWN ROYAL RTD - WHISKEY LEMONADE                          ,CROWN ROYAL RTD - WHISKEY LEMONADE,082000798651   ,15289,14.99,12 OZ,1,RTD COCKTAILS            , , , , 
BAILEYS - VANILLA CINNAMON                                  ,BAILEYS - VANILLA CINNAMON,086767704382   ,15290,29.99,750 M,1,CREAM LIQUEUR            , , , , 
JD - BERRY PUNCH                                            ,JD - BERRY PUNCH,082184226049   ,15291,10.99,12 OZ,1,MALT BEVERAGE            , , , , 
MIKE'S HARDER - VARIETY                                     ,MIKE'S HARDER - VARIETY,635985260424   ,15297,15.59,16 oz,1,MALT BEVERAGE            , , , , 
MAD RIVER - BOURBON                                         ,MAD RIVER - BOURBON,654367898512   ,15299,39.99,750ml,1,BOURBON WHISKEY          , , , , 
CAVIT - PINOT GRIGIO                                        ,CAVIT - PINOT GRIGIO,086785211107   ,15300,8.99,187ml,1,IMPORTED - ITALY         , , , , 
CAVIT - PINOT NOIR                                          ,CAVIT - PINOT NOIR,086785211800   ,15301,8.99,187ml,1,IMPORTED - ITALY         , , , , 
TWENTY BOAT - CAPE COD AMBER RUM                            ,TWENTY BOAT - CAPE COD AMBER RUM,858999001030   ,15302,49.99,750 M,1,RUM                      , , , , 
TWENTY BOAT - HAND CRAFTED CAPE COD RUM                     ,TWENTY BOAT - HAND CRAFTED CAPE COD RUM,859899001014   ,15303,39.99,750 M,1,RUM                      , , , , 
OTR - COSMO - EFFEN                                         ,OTR - COSMO - EFFEN,080686897163   ,15305,24.99,750ml,1,RTD COCKTAILS            , , , , 
OSKAR BLUES - DOUBLE DALE'S                                 ,OSKAR BLUES - DOUBLE DALE'S,819942002344   ,15306,13.99,12 OZ,1,CRAFT / MICRO            , , , , 
MIKE'S HARD STRAWABERRY                                     ,MIKE'S HARD STRAWABERRY,635985224136   ,15307,10.99,11.2 ,1,MALT BEVERAGE            , , , , 
ARNOLD PALMER - LITE H & H SPIKED                           ,ARNOLD PALMER - LITE H & H SPIKED,613008763299   ,15308,17.99,12 OZ,1,MALT BEVERAGE            , , , , 
SAM ADAMS - OLD FEZZIWIG ALE                                ,SAM ADAMS - OLD FEZZIWIG ALE,087692015598   ,15309,11.69,12 OZ,24,DOMESTIC BEER            , , , , 
TRULY -  FRUIT PUNCH                                        ,TRULY -  FRUIT PUNCH,087692013143   ,15311,11.69,12 OZ,1,HARD SELTZER             , , , , 
CASAMIGOS - ANEJO                                           ,CASAMIGOS - ANEJO,856724006282   ,15313,75,50 ML,1,TEQUILA                  , , , , 
DOWNEAST CIDER - PEACH MANGO                                ,DOWNEAST CIDER - PEACH MANGO,858612003304   ,15314,14.99,12 OZ,1,CIDER                    , , , , 
AMERICAN VINTAGE - CABERNET                                 ,AMERICAN VINTAGE - CABERNET,854974007585   ,15315,10.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
AMERICAN VINTAGE - CHARDONNAY                               ,AMERICAN VINTAGE - CHARDONNAY,854974007578   ,15316,10.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
AMERICAN VINTAGE - RED WINE                                 ,AMERICAN VINTAGE - RED WINE,854974007554   ,15317,10.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
SPINDRIFT - PINK LEMONADE                                   ,SPINDRIFT - PINK LEMONADE,850017142060   ,15322,9.99,12 oz,1,SPARKLING WATER          , , , , 
SPINDRIFT - LIME                                            ,SPINDRIFT - LIME,856579002811   ,15323,9.99,12 oz,1,SPARKLING WATER          , , , , 
SPINDRIFT - PINEAPPLE                                       ,SPINDRIFT - PINEAPPLE,856579002927   ,15324,9.99,12 oz,1,SPARKLING WATER          , , , , 
5-HOUR EXTRA - BERRY                                        ,5-HOUR EXTRA - BERRY,719410202002   ,15325,2.95,16 OZ,1,ENERGY DRINKS            , , , , 
LIQUID DEATH MOUNTAIN WATER                                 ,LIQUID DEATH MOUNTAIN WATER,860000023900   ,15328,1.75,500ml,1,WATER                    , , , , 
SAM ADAMS - WINTER LAGER BTL 6 PK HLDR                      ,SAM ADAMS - WINTER LAGER BTL 6 PK HLDR,087692300502   ,15332,11.69,12 OZ,24,DOMESTIC BEER            , , , , 
SAM ADAMS - GOLDEN PILSNER BTL 6 PK HOLDER                  ,SAM ADAMS - GOLDEN PILSNER BTL 6 PK HOLDER,087692014928   ,15333,11.69,12 OZ,24,DOMESTIC BEER            , , , , 
CASTLE ISLAND - WHITE ALE                                   ,CASTLE ISLAND - WHITE ALE,021808584257   ,15334,16.79,16 OZ,1,CRAFT / MICRO            , , , , 
BUD SELECT 55                                               ,BUD SELECT 55,018200962448   ,15335,20.99,12 OZ,18,DOMESTIC BEER            , , , , 
TWISTED TEA - SWEET CHERRY LIME                             ,TWISTED TEA - SWEET CHERRY LIME,087692014348   ,15336,10.99,12 OZ,1,MALT BEVERAGE            , , , , 
ORBIT SPEARMINT                                             ,ORBIT SPEARMINT,02248400       ,15337,2.25,EACH ,1,SNACKS                   , , , , 
ORBIT PEPPERMINT                                            ,ORBIT PEPPERMINT,02248604       ,15338,2.25,EACH ,1,SNACKS                   , , , , 
TRIDENT WATERMELON                                          ,TRIDENT WATERMELON,012546011136   ,15339,2.25,EACH ,1,SNACKS                   , , , , 
TRIDENT TROPICAL TWIST                                      ,TRIDENT TROPICAL TWIST,012546011112   ,15340,2.25,EACH ,1,SNACKS                   , , , , 
HIGH NOON - VARIETY PACK #4 TAILGATE                        ,HIGH NOON - VARIETY PACK #4 TAILGATE,085000034538   ,15341,19.99,12 OZ,1,RTD COCKTAILS            , , , , 
POLAR - BLUEBERRY LEMON                                     ,POLAR - BLUEBERRY LEMON,071537020403   ,15343,1.95,1 LT ,1,SODA REFRESHMENT         , , , , 
POLAR SELTZER                                               ,POLAR SELTZER,071537020205   ,15346,1.95,1 LT ,1,SODA REFRESHMENT         , , , , 
YAVE - COCONUT TEQUILA                                      ,YAVE - COCONUT TEQUILA,709951706053   ,15347,39.99,750 M,1,TEQUILA                  , , , , 
DOWNEAST CIDER - MIX #1                                     ,DOWNEAST CIDER - MIX #1,858612003144   ,15353,19.99,12 OZ,1,CIDER                    , , , , 
MONACO - WATERMELON CRUSH                                   ,MONACO - WATERMELON CRUSH,891278003530   ,15354,3.5,12 OZ,1,PRE MIXED DRINKS         , , , , 
SPINDRIFT - STRAWBERRY                                      ,SPINDRIFT - STRAWBERRY,850017142077   ,15356,9.99,12 oz,1,SPARKLING WATER          , , , , 
AMHERST BREW - JESS IPA                                     ,AMHERST BREW - JESS IPA,799804063594   ,15357,15.99,16 OZ,1,CRAFT / MICRO            , , , , 
GOOSE ISLAND - BEER HUG MIX PACK                            ,GOOSE ISLAND - BEER HUG MIX PACK,736920118586   ,15358,19.39,12 OZ,1,CRAFT / MICRO            , , , , 
LEFT HAND - PB MILK STOUT CN                                ,LEFT HAND - PB MILK STOUT CN,793866840025   ,15359,17.69,12 OZ,1,CRAFT / MICRO            , , , , 
OHZA - WHITE SANGRIA                                        ,OHZA - WHITE SANGRIA,850039036057   ,15360,11.99,12 OZ,1,PRE MIXED DRINKS         , , , , 
JAMESON RTD - COLA                                          ,JAMESON RTD - COLA,080432000069   ,15363,16.99,355 M,1,RTD COCKTAILS            , , , , 
LAYS - CHEETOS - PUFFS FLAMIN HOT                           ,LAYS - CHEETOS - PUFFS FLAMIN HOT,028400329132   ,15366,2.49,3 oz ,1,SNACKS                   , , , , 
LAYS - FRITOS - MUNCHIES CHEESE FIX MIX                     ,LAYS - FRITOS - MUNCHIES CHEESE FIX MIX,028400436182   ,15367,2.49,3 oz ,1,SNACKS                   , , , , 
LAYS - FRITOS - ROLD GOLD THIN PRETZEL                      ,LAYS - FRITOS - ROLD GOLD THIN PRETZEL,028400360999   ,15368,2.49,3 oz ,1,SNACKS                   , , , , 
LAYS - BAKENETS - PORK SKIN                                 ,LAYS - BAKENETS - PORK SKIN,028400336000   ,15369,2.49,2.5oz,1,SNACKS                   , , , , 
LAYS - FRITOS - MUNCHIES HOT MIX                            ,LAYS - FRITOS - MUNCHIES HOT MIX,028400084055   ,15372,3.79,8.0 O,1,SNACKS                   , , , , 
LAYS - WAVY ORIGINAL                                        ,LAYS - WAVY ORIGINAL,028400043809   ,15374,4.79,7 OZ ,1,SNACKS                   , , , , 
ARROW - CREAME DE BANANA                                    ,ARROW - CREAME DE BANANA,088352118376   ,15376,12.99,750 M,1,LIQUEUR                  , , , , 
GRAN CENTENARIO - ANEJO                                     ,GRAN CENTENARIO - ANEJO,811538014038   ,15377,39.99,750 M,1,TEQUILA                  , , , , 
OMISSION - ULTIMATE WHEAT ALE                               ,OMISSION - ULTIMATE WHEAT ALE,702770082018   ,15382,11.69,12 OZ,24,GLUTEN FREE BEER         , , , , 
FRESCA MIXED - TEQUILA PALOMA                               ,FRESCA MIXED - TEQUILA PALOMA,810078780656   ,15384,10.99,200 M,1,RTD COCKTAILS            , , , , 
TWISTED TEA WHISKEY                                         ,TWISTED TEA WHISKEY,080686036036   ,15385,21.99,750 M,1,BOURBON WHISKEY          , , , , 
BONTERRA - PINOT NOIR                                       ,BONTERRA - PINOT NOIR,082896000043   ,15386,24.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
ZYN - CHILL 6MG                                             ,ZYN - CHILL 6MG,609249920423   ,15387,25.99,PK   ,1,NICOTINE POUCHES         , , , , 
ZYN - CHILL 3MG                                             ,ZYN - CHILL 3MG,609249920416   ,15388,25.99,PK   ,1,NICOTINE POUCHES         , , , , 
ZYN - SMOOTH 3MG                                            ,ZYN - SMOOTH 3MG,609249914415   ,15389,25.99,PK   ,1,NICOTINE POUCHES         , , , , 
ZYN - SMOOTH 6MG                                            ,ZYN - SMOOTH 6MG,609249914422   ,15390,25.99,PK   ,1,NICOTINE POUCHES         , , , , 
RIGHT COAST RTD - WILD BERRY VODKA WHIPS                    ,RIGHT COAST RTD - WILD BERRY VODKA WHIPS,850038858100   ,15391,14.99,12 OZ,1,RTD COCKTAILS            , , , , 
RIGHT COAST RTD - ORANGE VODKA WHIPS                        ,RIGHT COAST RTD - ORANGE VODKA WHIPS,850038858018   ,15392,14.99,12 OZ,1,RTD COCKTAILS            , , , , 
MOLLY'S IRISH CREAM - PUMPKIN                               ,MOLLY'S IRISH CREAM - PUMPKIN,736040000983   ,15396,21.99,750 M,1,CREAM LIQUEUR            , , , , 
BUZZARDS BAY - BOO BROWN ALE                                ,BUZZARDS BAY - BOO BROWN ALE,787851900139   ,15405,17.79,08506,1,CRAFT / MICRO            , , , , 
BUZZARDS BAY - BUZZARD'S BAY IPA                            ,BUZZARDS BAY - BUZZARD'S BAY IPA,787851900047   ,15406,17.79,08506,1,CRAFT / MICRO            , , , , 
TRIBUTE - CABERNET SAUVIGNON                                ,TRIBUTE - CABERNET SAUVIGNON,083120010647   ,15407,12.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
IMAGERY - CABERNET SAUVIGNON                                ,IMAGERY - CABERNET SAUVIGNON,081308004426   ,15408,12.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
IMAGERY - PINOT NOIR                                        ,IMAGERY - PINOT NOIR,081308004433   ,15409,12.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
IMAGERY - CHARDONNAY                                        ,IMAGERY - CHARDONNAY,081308004419   ,15410,12.97,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
FIREBALL - PONG PACK                                        ,FIREBALL - PONG PACK,088004040741   ,15411,19.99,750 M,1,WHISKEY                  , , , , 
ROSCATO - MOSCATO                                           ,ROSCATO - MOSCATO,086785213002   ,15412,11.97,750 M,1,IMPORTED - ITALY         , , , , 
ESTRELLA JALISCO BTL                                        ,ESTRELLA JALISCO BTL,018200258152   ,15413,10.99,12 OZ,1,IMPORTED                 , , , , 
TWISTED HEMP WRAPS                                          ,TWISTED HEMP WRAPS,815970020381   ,15414,2.49,PK   ,1,TOBACCO                  , , , , 
ACE CIDER - TROPICAL VARIETY CN                             ,ACE CIDER - TROPICAL VARIETY CN,798449009035   ,15415,21.99,12 OZ,1,CIDER                    , , , , 
HENNESSY  VS                                                ,HENNESSY  VS,088110150587   ,15416,94.99,1.75L,1,COGNAC                   , , , , 
TRULY VODKA SELTZ - TWIST MIX PACK                          ,TRULY VODKA SELTZ - TWIST MIX PACK,087692014546   ,15417,18.99,12 OZ,1,RTD COCKTAILS            , , , , 
LAYS - BAKENETS - HOT N SPICY PORK SKIN                     ,LAYS - BAKENETS - HOT N SPICY PORK SKIN,028400705639   ,15418,2.69,4 oz ,1,SNACKS                   , , , , 
LAYS - BAKENETS - PORK SKIN                                 ,LAYS - BAKENETS - PORK SKIN,028400705615   ,15419,2.69,4 oz ,1,SNACKS                   , , , , 
TRULY VODKA SELTZ - BLACKBERRY LEMON                        ,TRULY VODKA SELTZ - BLACKBERRY LEMON,087692014676   ,15424,10.99,12 OZ,1,RTD COCKTAILS            , , , , 
ANGRY ORCHARD - TROPICAL                                    ,ANGRY ORCHARD - TROPICAL,087692013280   ,15426,12.99,12 OZ,1,CIDER                    , , , , 
TEN TO ONE DARK RUM                                         ,TEN TO ONE DARK RUM,051497029661   ,15427,39.99,750 M,1,RUM                      , , , , 
OSKAR BLUES - IMP DOUBLE DALES                              ,OSKAR BLUES - IMP DOUBLE DALES,819942002351   ,15431,2.95,20 oz,1,CRAFT / MICRO            , , , , 
EMPRESS GIN                                                 ,EMPRESS GIN,628451773108   ,15434,39.99,750 M,1,GIN                      , , , , 
JOSE CUERVO SILVER                                          ,JOSE CUERVO SILVER,811538010825   ,15435,24.99,1 L  ,1,TEQUILA                  , , , , 
LAYS - CLASSIC                                              ,LAYS - CLASSIC,028400199148   ,15436,4.79,8 oz ,1,SNACKS                   , , , , 
19 CRIMES - CALI GOLD                                       ,19 CRIMES - CALI GOLD,012354007666   ,15440,16.99,750 M,1,DOMESTIC - CALIFORNIA    , , , , 
LABATT - BIG DEAL GOLDEN ALE                                ,LABATT - BIG DEAL GOLDEN ALE,070310016923   ,15442,16.99,12 OZ,1,IMPORTED                 , , , , 
WHISTLEPIG - 18 YR DOUBLE MALT                              ,WHISTLEPIG - 18 YR DOUBLE MALT,850001901154   ,15443,599.99,750 M,1,RYE WHISKEY              , , , , 
SVEDKA - CHERRY LIMEADE                                     ,SVEDKA - CHERRY LIMEADE,617768291177   ,15445,17.99,1.75 ,1,VODKA                    , , , , 
99 PINEAPPLE                                                ,99 PINEAPPLE,080660010700   ,15446,1.25,50 ml,1,NIPS                     , , , , 
PRIME HYD - TROPICAL PUNCH                                  ,PRIME HYD - TROPICAL PUNCH,850003560441   ,15447,3.69,500ml,1,ENERGY DRINKS            , , , , 
PRIME HYD - ICE POP                                         ,PRIME HYD - ICE POP,850040427080   ,15448,3.69,500ml,1,ENERGY DRINKS            , , , , 
PRIME HYD - BLUE RASPBERRY                                  ,PRIME HYD - BLUE RASPBERRY,850003560458   ,15449,3.69,500ml,1,ENERGY DRINKS            , , , , 
PRIME HYD - META MOON                                       ,PRIME HYD - META MOON,850040427103   ,15450,3.69,500ml,1,ENERGY DRINKS            , , , , 
BERTANI - VALPOLICELLA                                      ,BERTANI - VALPOLICELLA,086785120690   ,15452,19.99,750 M,1,IMPORTED - ITALY         , , , , 
FONTANAFREDDA - BOROLO                                      ,FONTANAFREDDA - BOROLO,086785415284   ,15453,59.99,750 M,1,IMPORTED - ITALY         , , , , 
SAGET LA PETITE PERRIERE - SAUVIGNON BLANC                  ,SAGET LA PETITE PERRIERE - SAUVIGNON BLANC,722358007578   ,15454,9.97,750 M,1,IMPORTED - FRANCE        , , , , 
TRIMBACH - PINOT BLANC                                      ,TRIMBACH - PINOT BLANC,086785560014   ,15455,19.99,750 M,1,IMPORTED - FRANCE        , , , , 
DEWARS - 18 YR                                              ,DEWARS - 18 YR,080480985820   ,15457,5.99,50 ML,1,NIPS                     , , , , 
DEWARS - 15 YR                                              ,DEWARS - 15 YR,080480985783   ,15458,3.49,50 ML,1,NIPS                     , , , , 
ROSE'S STRAWBERRY SYRUP                                     ,ROSE'S STRAWBERRY SYRUP,016600001880   ,15459,4.99,12 OZ,1,JUICE                    , , , , 
GOOSE ISLAND - HAZY BEER HUG                                ,GOOSE ISLAND - HAZY BEER HUG,736920212185   ,15464,2.95,19.2 ,1,CRAFT / MICRO            , , , , 
OTR - MARGARITA - HORNITOS                                  ,OTR - MARGARITA - HORNITOS,080686897170   ,15465,24.99,750ml,1,RTD COCKTAILS            , , , , 
BUSCH LIGHT                                                 ,BUSCH LIGHT,018200008016   ,15467,13.99,12 OZ,24,DOMESTIC BEER            , , , , 
SPRINGDALE - IPA                                            ,SPRINGDALE - IPA,662425097814   ,15468,13.99,16 oz,1,CRAFT / MICRO            , , , , 
FOUR ROSES - SMALL BATCH                                    ,FOUR ROSES - SMALL BATCH,040063400317   ,15469,39.99,750 M,1,BOURBON WHISKEY          , , , , 
BUD LIGHT - ORANGE CN                                       ,BUD LIGHT - ORANGE CN,018200200908   ,15470,16.99,12 OZ,24,DOMESTIC BEER            , , , , 
LUSTAU - LIGHT FINO JARANA                                  ,LUSTAU - LIGHT FINO JARANA,097985225009   ,15471,19.99,750 M,1,IMPORTED - SPAIN         , , , , 
ZACCAGNINI - MONTEPULCIANO                                  ,ZACCAGNINI - MONTEPULCIANO,089475501014   ,15472,24.99,750 M,1,IMPORTED - ITALY         , , , , 
CAYMAN JACK MARGARITA CN                                    ,CAYMAN JACK MARGARITA CN,815829011119   ,15473,18.39,12 OZ,1,MALT BEVERAGE            , , , , 
CAYMAN JACK MARGARITA MIX PACK CN                           ,CAYMAN JACK MARGARITA MIX PACK CN,815829011539   ,15474,18.39,12 OZ,1,MALT BEVERAGE            , , , , 
MIKE'S HARDER - MANGO                                       ,MIKE'S HARDER - MANGO,635985258919   ,15475,3.45,25 OZ,1,MALT BEVERAGE            , , , , 
MIKE'S HARDER - HALF & HALF                                 ,MIKE'S HARDER - HALF & HALF,635985800828   ,15476,3.45,25 OZ,1,MALT BEVERAGE            , , , , 
SAM ADAMS - PORCH ROCKER BTL 6 PK HLDR                      ,SAM ADAMS - PORCH ROCKER BTL 6 PK HLDR,087692000044   ,15477,11.69,12 OZ,24,DOMESTIC BEER            , , , , 
STELLA ROSA - BLACK                                         ,STELLA ROSA - BLACK,087872633123   ,15479,19.99,8 oz ,1,IMPORTED - ITALY         , , , , 
MAKER'S MARK - PRIV SELECT + CASK STR 2PK                   ,MAKER'S MARK - PRIV SELECT + CASK STR 2PK,085246501771   ,15481,69.99,375 M,1,PINTS                    , , , , 
